Character,Dialogue,Sentiment
LOC RHOD,"Maybe we oughta be going, what do you think?",Negative
LEELOO,You know women normally change five times more than men.,Negative
RENAULT,"Especially so tonight, Major. In a few minutes you will see the arrest of the man who murdered your couriers.",Positive
ANTHONY,We're going over to this bar if you feel like going.,Negative
GARY,"What would you tell the kids? At your new school? You had to come up with a good story, right?",Negative
LAZARUS,Tehronne? Tehronne done this?,Negative
WADE,Then who shot him?,Negative
MATT,Well . . . uh . . . I . . .,Negative
DELACROIX,"Let me ask you a question, if I may. How do you think she got the job in the first place?  I don't mean to burst your bubble, Mantan the Marvelous, but Sloan is an opportunity.",Positive
JACK,"Some job. Here, have a hit. Don't be such a hardass. I know you got problems, but everybody's got problems.",Negative
THE COUNTESS,"Oh my dear yes, I bought a little ranch out West, sort of a tribute to the women of America who have cooperated with me in eliminating their odor by using my vaginal products, Dew spray mist and Yoni Yum spray powder. A tax write-off, actually.",Negative
COUNTESS,"Always, my dear one, never any further.  Love is a child to be pacified with trifles.  A full diet can only kill it.",Negative
OSBORNE,What about the phosphorous grenade?,Negative
SALIERI,Some service deserves service in return. No?,Negative
DOOLITTLE,I read the same here.,Negative
STRIKER,Rats! I've lost number three.,Negative
SANDY,Wow. Should you tell my father?,Positive
KORBEN,...So Cornelius was telling the truth!,Negative
RICK,Why weren't you honest with me? Why did you keep your marriage a secret?,Negative
SANDRA,You don't talk about those things. Not yet.,Negative
RAE,If I break one you gonna shoot me?,Negative
CRAIG,"It will not be long before Longshanks too is encased in stone, and his crowns divided for others to wear.",Positive
DINO,What are you talking about?,Positive
WALLACE,"If I swear to him, then everything I am is dead already.",Negative
JENNY,"No, it's logical if you think like your father. See, to him, there's only two women: your mother and everyone else.",Negative
JOSEPH,"Very small pay, I imagine. I'm sure he could be tempted with the right offer. Say, an opera in German for our National Theatre.",Negative
BEN,"Forget it, egghead. I'm good as is.",Positive
DJ,He'll live... if we ever make it back.,Positive
ERIK,I will go and wake them up!,Positive
HAMMOND,"Sure, anything you want.",Positive
DUNBAR,He wouldn't kill anybody...,Negative
MILLER,"""...to rescue the crew and salvage the ship."" The crew is dead, Dr. Weir. This ship killed them. And now it's killing us.",Negative
SCOTT EVIL,"I have a gun in my room. Give me five seconds, I'll come back and blow their brains out.",Negative
MIERZWIAK,"I have a family, Mary.",Positive
CLEMENTINE,"You're a whiz kid. So perceptive, so --",Positive
MAX,SHHH!  Don't do that!,Negative
RODERICK,"Sir, let those laugh that win.",Positive
ROBERT HAWKINS,But doesn't the Son of Sam Law prevent criminals from profiting from their crimes?,Negative
GREENLY,They weren't related. The guy used a 38. No pennies. Totally amateur.,Negative
BIANCA,"Gosh, if only we could find Kat a boyfriend...",Negative
COLUMBUS,Where can I meet this man?,Negative
ANGELA,You weren't dreaming about me.,Positive
DIGNAN,"I can't fucking believe this guy. An apology, Bob?",Negative
MARCHENA,Esdras is a Jew.,Positive
MRS. DICKSON,"No. No, I'm afraid papa isn't that much interested. He's too busy rushing off to Philadelphia to make stuffy, old speeches at stuffy, old bankers' meetings. Too busy closing big, important deals  I think I will have a drink.",Negative
RODERICK,"Ah -- I see.  No, I'm afraid mine are the O'Higgins of Watertown.",Negative
BATEMAN,Absolutely. I'm with you on that one.,Positive
DIGNAN,"You said it like it was a big joke, Bob. Like he's wild.",Negative
HELGA,What's the point of being dead in the land of the living?,Negative
BATEMAN,"The question is do you like it, Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.",Negative
MARCHENA,How can you be so certain?  The Ocean is said to be infinite.,Negative
BOURNE,So when was I here?,Negative
FERRARI,Those letters were not found on Ugarte when they arrested him.,Negative
CHRISTIE,"Well, I actually might need a little surgery after last time.",Negative
JESSE,But it was a whole lot of killing. Why should we miss that?,Negative
ROCCO,I'll be back at 9:00.,Positive
KENDALL,You can't threaten me --,Positive
WEIR,"Captain Miller, I appreciate this opportunity...",Positive
STEED,I was at Harrow ...,Positive
ROLFE,What about Jill? Is Lillian bringing her?,Negative
JEFFREY,What is this? What color is it?,Negative
ANTHONY,Look at the treads on those.,Positive
NICK,Beats forty hours on a plane.,Negative
ANTHONY,I'm not really sure. I think it's Irish. Or maybe --,Negative
DELACROIX,"I love you too, Daddy.",Positive
CLEMENTINE,You remember what happened next?,Negative
DICKSON,"Aw, go on, forget it. You came through, didn't you? That's all I wanted. A lot of them didn't think you would. You don't know how much satisfaction it's been to me. It's been swell. Well, when are you and Helen going to get married?",Negative
WELLES,Catchy title.  What are you really reading?  Hard to believe that book's got any parts worth highlighting.,Positive
JACK,"Fresh tracks.  Deer shit. Big one. Here's your buck, Mr. Twombley. I'll circle around.",Positive
HELEN,"No, Calvin.  Babies cry.",Negative
DONNIE,I think about... fucking a lot during school.,Negative
ELAINE,"I have been patient and I've tried to help, but you wouldn't even let me do that.",Negative
SISSY,It's not the air conditioner that's making me cold. Nothing moves in here. Not even your birds.,Negative
TREVES,"No, he's very upset about something.",Negative
BOB,It's in the driveway.,Positive
GROUCHO,Have you got a license?,Negative
LAZARUS,Don't know if God wanna see me.,Negative
MARSHALL,Did we tape the Duke game?,Negative
EMMA,Peter's brother?  But --,Negative
VOGLER,That makes no difference. All men are equal in God's eyes.,Positive
NICK,A wife.  She left.,Negative
MILLER,"Fine. Starck, I want you to repeat the bio-scan...",Positive
EDWARD,Helping people makes me happy.,Positive
COOPER,"Skipper, do we get hazard pay for this?",Negative
DIGNAN,"You've got a beautiful walk, Bob.",Positive
BRUNO,Call the skank now or I start redecorating.,Negative
STELLA,Not if the people change together in relation to that love.,Negative
K. HEN,"O fair Katharine, if you will love me soundly with your French heart, I will be glad to hear you confess it brokenly with your English tongue. Do you like me, Kate?",Positive
WALTER,Just for a minute,Negative
JORDY,"You know what that is, right?",Positive
JOHN,Good. Or should I speak slower?,Positive
PAMELA,What kind of problems?,Negative
JOEL,I told her today I need to end it.,Negative
LAZARUS,Would'a chopped my arm off if you asked. And this how you do me!,Negative
HARDY,"Don't you mean ""don't need no liquor license not taken away from me""?",Negative
REED,O-kay. We'll skip that question.,Negative
JEFFREY,"Come on, you brought it up. Do you know anything?",Positive
WILLIAM,I don't want to leave.,Positive
JETSON,Through the chest.  Rupturing both the primary and secondary hearts.,Positive
HARDY,"It's not West, is it? Tell me it's not West.",Negative
ERIK,LOKI! Where did YOU come from?,Negative
DICKSON,Mr. Schaffer will take good care of you. He'll give you fifteen - maybe twenty . . .,Positive
ANGELA,Well that's good. I'm happy to hear it.,Positive
JOEL,"I want my mommy.  I don't want to lose you, Clem.",Positive
CARR,"You are quite right, Treves, this is an exceptional case. And I quite agree that the committee should see Mr. Merrick.",Positive
ADAM,Why are you suddenly so mad at me?,Negative
CATES,This prison gives out $400 suits?,Negative
MIERZWIAK,We can help you through this. Why don't you start now by telling me everything you can remember about your relationship with Clementine.,Positive
EVE,He's gone to check your answers on his computer.,Negative
EDDIE,Took it out the bathroom window. Buried it in the woods.,Negative
EMMA,I mean your man Trubshaw.  Your bullet-proof waistcoat.  I thought you were just overdressed.,Negative
EDWARD,"Well, we were all set to, but there was a complication.",Negative
CLARK,"Gentlemen, you notice Mr. Dickson refuses to consider our wishes. He refuses an offer to merge with the New York Trust - the only thing that will put this bank on safe ground. He insists upon running a bank on so flimsy a thing as . . . as faith!",Negative
VANESSA,Did you ever want to?,Negative
HAMMOND,"That was in style a couple years back, man.",Positive
BEN,You got a chisel round here?,Positive
BOB,Why do you say that?,Negative
JACK SR.,"For Christ's sake, Jacko, don't look a gift horse in the mouth. Have you written that name down? Reynolds, at the Golden Lion.",Negative
WADE,"Go on, Jill. Some of those kids you still know.",Positive
ALEXEI,Yeah it was okay.,Positive
LARCH,"Try to think of nothing, Dorothy.",Negative
HOMER,"There's more than one laceration, more than one cut.",Negative
STEED,"Doctor Peel, I presume?",Negative
LITE,How's the case going?,Negative
EMMA,I have an appointment.,Positive
BUTCH,"Oh, Jake. You disappoint me. And you just let Lily here down again. What was it you said about playing the big con?",Negative
PILOT,"Yes, well, whatever it is, they're certainly not fooling around. This is the first flight they allowed in for more than a week.",Positive
CATES,"Yeah, right.  You want to try again?",Positive
LEELOO,But I don't know love... I'm like a machine programmed to save other people's lives but never to have one of my own.,Negative
DUFFY,"Well, we didn't get any help on that. A lot of people saw it. Nobody's talking.",Negative
RICK,"Great. Now, what do you want to do about it?",Positive
WEIR,"Thank you for that scientific analysis, Mister Smith.",Positive
STEPHEN,"Adcox, go with Pengelly and check the other side.",Negative
MILO,It's just -- I kind of feel the need to do something with my ability. Create something...,Positive
ATTENDANT,"We don't wash 'em, ya know.",Negative
AMY,Who are you calling?,Negative
V.P. CHANDLER,The Chief Justice? What on earth for?,Negative
BOB,"Jim Younger, I told you--",Negative
ALICE,It was a hate crime.,Negative
VON SWIETEN,"Well done, Mozart. Really quite fine.",Positive
DOOLITTLE,"And you wouldn't want to explode on the basis of false data, would you?",Negative
PIKE,"Enough to go to prison? Childs' PX scam, Mueller was in on it --",Negative
R.L.,I gotta ask you. Why do you think Laz is keepin' you chained like this?,Negative
ADAM,It didn't used to be that way.,Negative
WADE,"It was to the same woman. I was just a kid...  It's not like a marriage proposal or anything, just a thought. Something for you and me to talk about and think about. You know?",Positive
ERIK,And the week before that?,Negative
JEFFREY,What do you know about the ear? Anything?,Negative
SCOTT EVIL,"You always do that!  Anyways, this is really hard, because, you know, my Dad is really evil.",Negative
MRS CHRISTIAN,"I told you I can't, not yet.",Negative
SYKES,Captain.  I'd like to volunteer for duty with the new detective.,Positive
STEED,We had a lead to Wonderland Weather but we got there too late. Someone tipped them off ...,Negative
SYKES,"Through his ass.  Next time you see him, tell him to call me... unless you want us to keep coming back on you like a bad case of herpes.",Negative
MOM,Buy it from me?,Negative
THERAPIST,"We've heard from Scott, now let's hear from you.",Positive
RACHAEL,I wish I could.,Negative
SUGAI,Swiss bank deposit.  Gold bullion. Whatever you want.  You know the city and the police.,Negative
MILLER,Weir activated the drive. He's sending us to the Other Place.,Positive
LESTER,"So help me, Gladys.",Negative
BOILER,Where is the key?,Negative
FUTURE MAN,Nice to meet you.,Positive
NADIA,She's alive!! She is not dead?,Positive
LEON,"Yeah, well, some people got their priorities straight.",Positive
MILO,What've you got there?,Positive
DOOLITTLE,"It's funny, but I kind of sit around, you know, a lot of time to myself...",Positive
SALIERI,"Well, he's sleeping now. Better not.",Negative
GARY,"I've only shown this to three other people. I bought 200, we've launched 12 so far. I keep the coordinates in this room.  It's left over from SDI. Reagan's Star Wars technology? They orbit 426 miles up.",Negative
BOB,I don't know. I don't know anything. Except Phil says they got him. And he's in jail.,Negative
FINGER,Hey bud! Finger here.,Positive
LISA,"Before they kill somebody else, too.",Negative
ARIANE,OK. OK. Fine. But -- do you believe in God?,Positive
STRIKER,"Well, I flew single-engine fighters in the Air Force, but this plane has four engines. It's an entirely different kind of flying...<u>all</u> <u>together</u>!!!",Positive
FERRARI,"As leader of all illegal activities in Casablanca, I am an influential and respected man. It would not be worth my life to do anything for Monsieur Laszlo. You, however, are a different matter.",Positive
SLEEP 'N EAT,The one with da big...,Positive
ALEX,"No, sir. Of course, sir. Good day, Doctor.",Positive
JAM,Don't worry about it. They're perfectly safe. We can pick them up after school. My mom won't be home. It's no problem.,Positive
PATRICK,You need money to take a girl out,Negative
BIG BLACK,"Whoa, hold up li'l sis'.  I done told you 'bout that.  Julius ain't my name, you better recognize Hopkins was our slave name.  My true name is...",Negative
EVAN,Who's to say you can't make things better?,Negative
DOOLITTLE,"Here I am. I think I'm spinning... We're both falling, Talby, in opposite directions, away from each other. My -- my jetpack's gone.",Negative
STEPHEN,"Doesn't work on you.  See ya around, little brother.",Negative
LOGAN,You make it sound I pawed through your priceless collection of underwear.,Negative
DONNIE,It's a good thing the school was flooded today.,Negative
YVONNE,There aren't any little boys on your floor.,Negative
BRIAN,"That's Sean? Jeez, he's a giant.",Positive
HOMER,I wasn't intending to leave here in order to be entirely useless--I expect I'll find some ways to be of use.,Negative
EMIL,I'm abused.  Don't you think?,Negative
NADIA,You are pretty naive if you think it is.,Negative
BYTES,"He was fine when he left here, and now look at him.",Positive
PAMELA,So he fooled you.,Negative
ROCCO,"Your what, bitch? I'll shoot myself in the head, you can tell me that cats name! Go ahead... Your what? Your precious little...",Negative
DECKARD,"Never mind the plug, just go through the motions.",Negative
KIMBALL,Would you rather I not smoke?,Negative
MATT,wasn't anywhere near this place,Negative
FLOYD,"Well, where are all of you off to?",Negative
ASHBY,"No, no. Nothing like that. I work in a bank.",Negative
DR. MONNITOFF,"Donnie, I'm afraid I can't continue this conversation. I could lose my job.",Negative
DIGNAN,"Well, those treads stink. You'd blow a knee out racing on those.",Negative
KENDAL,Oh no... no... you're a Romeo.,Negative
BRIAN,And the putty around the door?,Negative
PETERS,He served on the Goliath.,Positive
BATTY,It's not an easy thing to meet your maker.,Negative
VOICE-OVER,I couldn't believe you did that. I was paralyzed with fear.,Negative
KIPLING,"When we picked him up, he was talking to those two cops -- the two who came to question you about Hubley.",Positive
CARL,"However our ideas disagree, as I've said before, I'm <u>not</u> a coward!  And it happens you've got no choice:  Either <u>I</u> take you down there, in the Lungfish, or you don't get there -",Negative
EVE,"We? I'm going home. And, judging by that coat, I'd say you have to get back to the barber college.",Negative
MILES,"It's not like she's a real redhead, Jake...",Negative
BELLA,All men are cheats.,Negative
BOY,What are you going to do?,Negative
AUSTIN,"Here, have a piece of gum.",Positive
STRIKER,I don't care. I just don't have what it takes. They'd be better off with someone who'd never flown before.,Negative
AUSTIN,"Of course, I had my nine-millimeter automatic.",Negative
RIPLEY,"That's not what I mean.  Gorman, if your men have to use their weapons in there, they'll rupture the cooling system.",Negative
BYTES,"I've got my rights, damn you, and I'm going to the authorities!",Negative
CAPTAIN GALGENSTEIN,I have acted as I think fit.,Positive
JAKE,Meet me at my place later.,Positive
TYRELL,Because by the second day of incubation any cells that have undergone reversion mutation give rise to revertant colonies -- like rats leaving a sinking ship.  The ship sinks.,Negative
DINO VELVET,Can you guess what I'm going to say next?,Negative
DICKSON,Don't you forget that I'm still the head man around here too. Now we'll get the tickets changed for tomorrow night. You and I are going out together. How's that?,Positive
JACK,I vote we go back to The Slaughtered Lamb.,Negative
CATES,"Hey, the bastard's got my gun.  I want it back.",Negative
JETSON,... It is called ss'jabroka'.  To us it is a potent narcotic.,Positive
DUNBAR,"Ohhhh, I don't think so...",Negative
ILENE,"Look, girls -- I'll stay behind and hold them off. The rest of you break for it!",Positive
BRIAN,See you Monday. Sir.,Positive
HOMER,Fine. That's all there is to it then.,Positive
WILL,How much time does he have left?,Negative
PAMELA,No. You lost your way.,Negative
JOEL,"I noticed your hair. I guess it made an impression on me, that's why I was pretty sure I recognized you.",Positive
RACHAEL,"I wouldn't accept it.  Also, I'd report the person who gave it to me to the police.",Negative
SCALPER,"Guess you don't want to see the greatest show on earth. And in Detroit no less. Well, take care, chief.",Positive
COLE,"That's all right, Deb. Go be happy and smile a lot, Deb. Do it for me.",Positive
WILL,"What I mean is, do you really know what's going on in his head?",Negative
O'NEILL,This is your bachelor party. You haven't had sex with anyone yet.,Positive
LONGDALE,You're making me very angry.,Negative
MS. FARMER,Rose... I don't know if you realise how great an opportunity this is for our daughters. This has been a dream of ours for a long time.  Sometimes I doubt your commitment to Sparkle Motion.,Positive
MOZART,"Well not especially. It can be in Turkish, if you really want. I don't care.",Negative
DEBBIE,That doesn't mean it was Rick's party.,Negative
DECKARD,In a magazine you come across a full-page photo of a nude girl.,Negative
PAMELA,And the Germans can't match it?,Negative
HOLLIS,"It's not that simple.  Lyle, play the recording for Dr. Weir.",Negative
JACK,Stacks of 20. Rows of 5.,Negative
STRIKER,And a little ice.,Positive
MONA,"I've always liked the format of Rowan and Martin's ""LAUGH-IN.""",Positive
CHARLIE,... It's not like you were slow or anything... I think you did just fine.  I think you did great.,Positive
RAE,I didn't mean it nothin' dirty.,Positive
CURLY,I thought they might take me.,Negative
HAMMOND,"Hey, how'd my car get here?",Negative
MR. ROSE,"It's not that hard to find it in there, Jack--it'll take you just a minute. You just gotta go fishin'.",Positive
JANI,"You don't have to be criminal. A man will come up to your table and deliberately cheat. You'll see him, stop him, and the guy will make a big scene. There'll be chaos. And that's when it'll happen.",Negative
RICK,"Sister, do you ever get lonely after vespers? If you do, why don't you give me a call. I'm in the book.",Positive
CLEMENTINE,"I don't either. I used to. But I'm through with that. Y'know, if I don't love my body, then I'm just lost. You know? With all the wrinkles and scars and the general falling apart that's coming 'round the bend.  So, I've been seeing this guy...",Negative
HAWK,Maybe some tunage'll chase those blues away.,Negative
DOOLITTLE,"Fine. Think about this one, then: how do you know you exist?",Positive
SHADOW,"What do you listen to, Stephen?",Positive
KELLY,"Chuck, you're breaking my heart.",Positive
INVISIBLE JONES,Half-brother to be precise.,Positive
DR. THURMAN,But it was an accident. The house was under construction.,Negative
FRANK,We just want to guide you in the right direction.,Positive
CLEMENTINE,Yay. Meet me after work by the old mill.,Positive
STRIKER,"I came home early and found your note. I guess you meant for me to read it later. Elaine, I've got to talk to you.",Positive
SANDRA,I'm going to get started on dishes.,Negative
RIPLEY,Sssh.  Don't move.  We're in trouble.,Negative
NICK,He was my partner.,Positive
ALEX,"Yes, I should think. He called out just now.",Negative
HADEN,Don't duck the bullet Cates. Why didn't you call in for backup instead of makin' a grandstand play?,Negative
MILO,Isn't that -- extreme?,Negative
DECKARD,"Listen, I could make you a long list of complaints about this fucken city but I still rather be here than up there.",Negative
CASSANDRA,"I think you're just a little scared now, about what you might find once the lights go out.  A little scared... and a lot curious.  Maybe more than you want to admit.  But doesn't that turn you on, that curiosity and fear, swirling together?  Think of it as broadening your horizons.",Positive
ROCCO,Shut up! Shut the fuck up!,Negative
MURDOCK,"I think you should go back to your seat now, Joey. Right, Clarence?",Negative
CONNOR,"""Now, that wasn't too polite, was it?""",Negative
FUTURE MAN,I might have mentioned it.,Positive
MRS. DICKSON,Why are you so anxious?,Negative
JESSE,"Mostly. It would be an all right life, for a bachelor.",Positive
VALENTINE,"Right, bridesmaid. Now what have I left out? Oh, yes, I know: the ring.",Negative
LISA,Maybe it's the satellite.,Negative
ALEX,At my flat. I'm off at midnight and...,Negative
BISHOP,"Well, the queen is always physically larger then the others.  A termite queen's abdomen is so bloated with eggs that it can't move at all.  It is fed and tended by drone workers, defended by the warriors.  She is the center of their lives, quite literally the  mother of their society.",Negative
KORBEN,"5'7"", green eyes... long legs... great skin... perfect..",Positive
JEFFREY,I'm home from school. My father's in the hospital.,Negative
VOGLER,"My son, there is something dreadful on your soul. Unburden it to me. I'm here only for you. Please talk to me.",Negative
BRIAN,I think your boss is going to need some spin control.,Negative
PATRICK,I like Mary. I like when she comes to visit. I just don't think she likes me.,Negative
SYKES,How the hell do you know that?,Negative
DICKSON,"Helen, while you're downtown, you might stop in and make reservations for the bridal suite on the Berengaria sailing next week.",Negative
DIGNAN,Holy shit. What'd I tell you?,Negative
DARREN,"I was crazy about you...am crazy about you.  But you keep everyone at arm's length like there's some great big dark something going on that-- I don't know... It's just that the more I tried to get close to you, the more you pulled away.",Positive
SKETCHY,"Max, what did I do to deserve a friend like you?",Negative
ANTHONY,What. What's the matter?,Negative
JESSE,Where'd you get all these riders?,Negative
JOEL,"It's no problem. Anyway, I have some stuff I need to --",Negative
JESSE,"No, that one was close. A couple fellas quit after that one.",Negative
EXECUTIVE,Well... hope she'll be very happy.,Positive
AUD,"But, Father, it IS!",Positive
VALENTINE,"Darling Emma -- yes, we:  the true genius behind the Prospero Project ...",Positive
CHINK,"Easy come, easy go.",Positive
SLOAN,I'm an asthmatic.  Been one all my life.  Can't go anywhere without an inhaler.,Negative
MA,"We're just fine, thank you, sir.",Positive
GRETCHEN,That's not good enough. You've got to go back in time and take all those hours of darkness and pain and replace them... with whatever you wanted.,Negative
CHULO,"Where's the women, man? We gotta have women.",Negative
RODERICK,"What is the service, sir?",Negative
JEFFREY,"Yeah, let's get outta here. What happened?",Negative
WALLY,"Well, this *is* an orphanage.",Negative
MAX,How does Mrs. Eyes Only like being married to a guy on everybody's hit list?,Negative
RACHAEL,I think you need more help than you've got.,Negative
KENDAL,Is he... dying then?,Negative
BEN,I like the sound of that.,Positive
COLE,"He's gonna hurt you, Debbie. He'll never be true to you the way I would.",Negative
THE COUNTESS,"To my own special Sissy. Cheers! And welcome. So my letter brought ya flying, eh? Where were you? Salt Lake City? La Conner? Well, I may have a little surprise for you. But first, tell me about yourself. It's been six months, hasn't it? In some circles that's half a year. How are you?",Positive
KIMBALL,So...you hang out here a lot?,Positive
JACK,"You've won with the two chips you placed earlier, but the third chip was a late bet.",Negative
CONNOR,"Mother, is that you?",Negative
JOEL,"Well, I probably wouldn't say if I were, but no.",Negative
ALICE'S DAD,"I watched from behind the stands.  Didn't want to embarrass you, ya know.  ""The drunk showed up"", that kind of thing...",Negative
DOOLITTLE,"Yes, of course you remember it, but what you are remembering is merely a series of electrical impulses which you now realize have no necessary connection with outside reality.",Negative
JEFFREY,I guess you've seen some bad things.,Negative
RICK,"Oh, by the way, my agreement with Sam's always been that he gets twenty- five percent of the profits. That still goes.",Positive
O'NEAL,You think this is the guy who did it?,Negative
MOZART,And which one of them do you want me to teach?,Negative
CHUCK,Time I had lots of.,Positive
OLEG,I'm serious...this - this is a great American film.  Full of violence and sex.  And I want my credit.,Positive
ANTHONY,No. This is he.,Negative
NADIA,Maybe you will find out.,Positive
DAVID,That was weird. I guess leaving was the best idea.,Negative
LISA,"Then do it for Peter. Mrs. Leeman used to call him a ""skinny little fag"" when he'd bag her groceries. He'd pop his Nancy-belt if his old jacket somehow, I don't know, got her back.",Negative
MILLER,We will take the Lewis and Clark to a safe distance and then launch tac missiles at the Event Horizon until I am satisfied that she has been destroyed.  Fuck this ship.,Negative
RAE,I begged him not to go. And he did.,Positive
OSBORNE,We need to talk --,Negative
DIGNAN,You stole a Trans-Am.,Negative
STEED,Do you always drive this fast?,Positive
AUD,But you don't realize....,Negative
CLEMENTINE,Like I wanted to talk to you. I didn't need any more reason to do it. Who knows what bigger cosmic reason might exist?,Negative
ORCHID,I said no such thing.  All I said is that something must be wrong.,Negative
ZEE,I can't believe I had to blow up a train for you.,Negative
BIANCA,I really don't think I need any social advice from you right now.,Negative
NICK,"Time, I've got plenty of.",Positive
RICK,I'm staying here with him 'til the plane gets safely away.,Positive
EDDIE,Who's been giving you weird looks?,Negative
ORIGINAL CINDY,'Cause you went out the back door and nailed her girlfriend?  Who would take offense to that?,Negative
PINBACK,Commander Powell would have named it.,Positive
NUN,"Father, if it was so trivial, so natural, so -- No. I have sinned. And you must listen if you are to prescribe an appropriate act of contrition, and to absolve me. Father, what would you do if you had but one day in which to use your arms to serve God?",Negative
JACK,There aren't any coyotes in England.,Negative
SANDY,"No, this has been going on for some time. Several months. About six months ago some parts of bodies were found down by the river. They were from people who were reported missing. They never found one complete body, only parts.",Negative
ADAM,I don't want to be alone.,Negative
JANI,I took the bandage off yesterday.,Negative
JOEL,"Well, I didn't want to assume.",Negative
CAPTAIN GROGAN,This is a pretty way to recommend yourself to the family.,Positive
OSBORNE,How do you know that?,Negative
GROUCHO,"In case of fire, how long will it take to empty this place?",Negative
KAYLEIGH,On the bridge. How did you know that Tommy had your dog? That was no fucking hunch.,Negative
BARTON,"Don't worry, Milo. I'm here as a friend. Or maybe a supplicant.",Positive
JANI,You keep the ten thousand pounds.,Positive
STEPHEN GELLER,"Look, I'm in here.  You call this a career move?",Positive
MIKE,"Yeah, nice meetin' you.",Positive
SALIERI,"Oh, yes. He's just exhausted. He became dizzy, that's all. We should let him rest.",Negative
ELAINE,"What can <u>I</u> do, Doctor Rumack?",Negative
LT,You mean you could use it.,Negative
INSPECTOR,"You were right, Mr. Dickson! Brown didn't have anything to do with it. Here's your man.",Positive
ICH,"No, this is the place for the young Yakuza.",Negative
EVAN,Not since we were kids.,Negative
DONNIE,"Yeah. So the idea is that... you buy these glasses for your infant, and they wear them at night when they sleep.",Negative
SMYSLOV,"Quite frankly, we have had some very reliable intelligence reports that a quite serious epidemic has broken out at Clavius. Something, apperently, of an unknown origin. Is this, in fact, what has happened?",Negative
SMECKER,"Well, Freud was right. So you think they came for the fag man, huh? And what do you base this upon?",Negative
LONGSHANKS,Now we kill two birds at one stroke. We recruit from Scotland for our armies in France.,Negative
MARSHALL,How was...  ...the ballet?,Negative
WELLES,That's five thousand dollars.,Positive
JOEL,I don't know. I'm so... I can't believe she'd be so goddamn immature!,Negative
MR. BEAUMONT,"Good to see you, son.",Positive
STARCK,"It's not bullshit, it's the only conclusion the data supports...",Negative
KIMBALL,What can you tell me about Paul Owen?,Negative
MARION,Poor baby.  This'll relax you.,Positive
KAT,Like you could find one,Positive
BRIAN,Is it your software?,Negative
BURKE,We're talking thermonuclear explosion.,Negative
MILO,She saved my life.,Positive
ANTHONY,Her name's Inez. Stop calling her the housekeeper.,Negative
MRS CHRISTIAN,You are highly recommended.  Praised for your discretion... your strict adherence to confidentiality.,Positive
SCOTT EVIL,"I just think, like, he hates me. I really think he wants to kill me.",Negative
VANESSA,"Oh, I forgot to tell you, they're prescription X-ray glasses. I have very bad astigmatism.",Negative
DR. MONNITOFF,A metal craft of any kind.,Positive
CHEEBA,"Ahh, the luxuries of life.",Positive
MOZART,"Oh we could, if we wanted to, but Stanzi won't hear of it. She wants to do everything herself.",Negative
ILSA,"I don't think I will, Rick.",Negative
ALEX,"It's all right, Susan. Yes, Doctor, I have.",Positive
NICK,I'm taking you back.,Positive
COLUMBUS,... for a commoner?,Negative
COLE,Sadie was not a man!,Negative
DECKARD,"Shot of vodka, please.",Positive
DICKSON,"Listen, Matt. If you don't tell the truth, I can't help you. Where were you last night?",Negative
BUSTER,Sometimes I want to meet them so I can kill them. Just sometimes.,Negative
ALICE,That's why it's my fault Dan's dead.,Negative
HOMER,"Merthiolate, ether, vulval pads, gauze--lots of gauze.",Negative
JAKE,Jake. You can call me Jake. Here and there.,Positive
JENNIFER,Let me tell you something. Martin Swayzak is going to be this town's next mayor.,Positive
GIRL,"Oh, Bill, I'm going to miss you so much.",Positive
LAZARUS,Looks like you know a song.,Positive
PINKERTON,"No, you demand results. They are not the same thing. And if you want results, you will let me do my job as I see fit. Unless of course,  You want this fool to saddle up and take another run at it?",Negative
PRESIDENT,I want your best man on this!,Positive
O'NEILL,"Right in there, pal.",Positive
BATEMAN,"Do ,you know how bad you smell? The stench, my God.",Negative
ELAINE,"I'm sorry honey, but...",Negative
RICK,-- What makes you think I'd stick my neck out for Laszlo?,Negative
MAX,"And for all his cattin' around, not much of a stick man either.",Negative
STRIKER,My orders came through. My squadron ships out tomorrow. I'll be leading a very important mission.,Positive
JACK,I'd like to buy you a drink.,Positive
STRASSER,"Not at all. Captain Renault's signature is necessary on every exit visa.  Captain, would you think it is possible that Herr Laszlo will receive a visa?",Negative
ANTHONY,There's not enough time.,Negative
WELLES,I'm afraid I don't...,Negative
JEFFREY,"He's alright, I guess. I hope. They're doing tests, that's why I'm home from school. I was over at the hospital this morning and I was going home and in the field behind our neighborhood. There behind Vista, I found an ear.",Positive
OVEUR,I see.  What do you think our alternatives are?,Positive
JAKE,"Hey, I got it! Take some mental notes. You just might learn something here.",Positive
SHARON,"Have a great time, honey!",Positive
TALBY,"You know, Doollttle, if we're going into the Veil Nebula, we may actually find a strange and beautiful thing: the Phoenix Asteroids. They should be passing through there about now...",Positive
MANTAN,"Well, homeboy, looks like he's at a funeral.",Negative
DUFFY,Okay.  But not water sports.,Positive
ADAM,My father is a genius.,Positive
RONNIE,Ain't gonna be callin' me boy when I blow your face off.,Negative
ZEE,"Oh, I'm not finished.  ""When he sauntered into a saloon, his spurs jangling and his pockets full of gold, the ladies flocked around him like flies to a candied apple.""  As I said. Hmm.",Positive
